"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"790","777","14","Nov 29, 2014","3:30 PM","Sat","Baylor","48","","Texas Tech","46","ABC (ESPN 2 mirror)"
"791","778","14","Nov 29, 2014","10:15 PM","Sat","Boise State","50","","Utah State","19","ESPN 2"
"792","779","14","Nov 29, 2014","12:30 PM","Sat","Boston College","28","","Syracuse","7","CSN, YES, STO, FS-SD, PT"
"793","780","14","Nov 29, 2014","4:30 PM","Sat","Brigham Young","42","@","California","35","Pac-12 Network"
"794","781","14","Nov 29, 2014","12:00 PM","Sat","Cincinnati","14","@","Temple","6","ESPNews"
"795","782","14","Nov 29, 2014","12:00 PM","Sat","Clemson","35","","South Carolina","17","ESPN"
"796","783","14","Nov 29, 2014","7:00 PM","Sat","Duke","41","","Wake Forest","21","ESPN U"
"797","784","14","Nov 29, 2014","3:30 PM","Sat","Florida State","24","","Florida","19","ESPN"
"798","785","14","Nov 29, 2014","7:00 PM","Sat","Fresno State","28","","Hawaii","21","Mountain West Network"
"799","786","14","Nov 29, 2014","6:00 PM","Sat","Georgia Southern","22","","Louisiana-Monroe","16","ESPN3.com"
"800","787","14","Nov 29, 2014","12:00 PM","Sat","Georgia Tech","30","@","Georgia","24","SEC Network"
"801","788","14","Nov 29, 2014","12:00 PM","Sat","Illinois","47","@","Northwestern","33","ESPN U"
"802","789","14","Nov 29, 2014","12:00 PM","Sat","Indiana","23","","Purdue","16","Big Ten Network"
"803","790","14","Nov 29, 2014","4:00 PM","Sat","Kansas State","51","","Kansas","13","FS1"
"804","791","14","Nov 29, 2014","12:30 PM","Sat","Louisiana","42","@","Troy","23","ESPN3.com"
"805","792","14","Nov 29, 2014","12:00 PM","Sat","Louisiana Tech","76","","Rice","31","CBSSN"
"806","793","14","Nov 29, 2014","12:00 PM","Sat","Louisville","44","","Kentucky","40","ESPN 2"
"807","794","14","Nov 29, 2014","4:00 PM","Sat","Memphis","41","","Connecticut","10","ESPNews"
"808","795","14","Nov 29, 2014","3:30 PM","Sat","Michigan State","34","@","Penn State","10","ABC (ESPN 2 mirror)"
"809","796","14","Nov 29, 2014","3:30 PM","Sat","Mississippi","31","","Mississippi State","17","CBS"
"810","797","14","Nov 29, 2014","10:30 PM","Sat","Nevada","49","@","Nevada-Las Vegas","27","ESPN U"
"811","798","14","Nov 29, 2014","3:00 PM","Sat","New Mexico","36","","Wyoming","30","ROOT-NW, RM, SW"
"812","799","14","Nov 29, 2014","12:30 PM","Sat","North Carolina State","35","@","North Carolina","7","ACC Network"
"813","800","14","Nov 29, 2014","12:00 PM","Sat","Ohio State","42","","Michigan","28","ABC"
"814","801","14","Nov 29, 2014","12:00 PM","Sat","Old Dominion","31","@","Florida Atlantic","28","MyTVZ33, Sinclair"
"815","802","14","Nov 29, 2014","8:00 PM","Sat","Oregon","47","@","Oregon State","19","ABC"
"816","803","14","Nov 29, 2014","7:00 PM","Sat","Pittsburgh","35","@","Miami (FL)","23","ESPN 2"
"817","804","14","Nov 29, 2014","3:30 PM","Sat","Rutgers","41","@","Maryland","38","ESPN U"
"818","805","14","Nov 29, 2014","3:30 PM","Sat","San Diego State","38","","San Jose State","7","CBSSN"
"819","806","14","Nov 29, 2014","3:30 PM","Sat","Southern California","49","","Notre Dame","14","FOX"
"820","807","14","Nov 29, 2014","4:00 PM","Sat","Tennessee","24","@","Vanderbilt","17","SEC Network"
"821","808","14","Nov 29, 2014","2:00 PM","Sat","Texas State","54","@","Georgia State","31","ESPN3.com"
"822","809","14","Nov 29, 2014","7:00 PM","Sat","Texas-El Paso","24","","Middle Tennessee State","21","ASN, CSN-CA"
"823","810","14","Nov 29, 2014","12:00 PM","Sat","Texas-San Antonio","34","","North Texas","27","FSN-SW, MW, W, MSG+"
"824","811","14","Nov 29, 2014","1:00 PM","Sat","Utah","38","@","Colorado","34","Pac-12 Network"
"825","812","14","Nov 29, 2014","10:30 PM","Sat","Washington","31","@","Washington State","13","FS1"
"826","813","14","Nov 29, 2014","12:00 PM","Sat","West Virginia","37","@","Iowa State","24","FS1"
"827","814","14","Nov 29, 2014","3:30 PM","Sat","Wisconsin","34","","Minnesota","24","Big Ten Network"
"829","815","15","Dec 4, 2014","7:30 PM","Thu","Central Florida","32","@","East Carolina","30","ESPN"
"830","816","15","Dec 5, 2014","7:00 PM","Fri","Northern Illinois","51","","Bowling Green State","17","ESPN 2"
"831","817","15","Dec 5, 2014","9:00 PM","Fri","Oregon","51","","Arizona","13","FOX"
"832","818","15","Dec 6, 2014","4:00 PM","Sat","Alabama","42","","Missouri","13","CBS"
"833","819","15","Dec 6, 2014","7:45 PM","Sat","Baylor","38","","Kansas State","27","ESPN"
"834","820","15","Dec 6, 2014","10:00 PM","Sat","Boise State","28","","Fresno State","14","CBS"
"835","821","15","Dec 6, 2014","12:00 PM","Sat","Cincinnati","38","","Houston","31","ESPN"
"836","822","15","Dec 6, 2014","8:00 PM","Sat","Florida State","37","","Georgia Tech","35","ABC"
"837","823","15","Dec 6, 2014","12:00 PM","Sat","Marshall","26","","Louisiana Tech","23","ESPN 2"
"838","824","15","Dec 6, 2014","8:17 PM","Sat","Ohio State","59","","Wisconsin","0","FOX"
"839","825","15","Dec 6, 2014","3:30 PM","Sat","Oklahoma State","38","@","Oklahoma","35","FS1"
"840","826","15","Dec 6, 2014","12:00 PM","Sat","Southern Methodist","27","@","Connecticut","20","CBSSN"
"841","827","15","Dec 6, 2014","7:30 PM","Sat","Temple","10","@","Tulane","3","ESPN 2"
"842","828","15","Dec 6, 2014","12:00 PM","Sat","Texas Christian","55","","Iowa State","3","ABC"
"844","829","16","Dec 13, 2014","3:00 PM","Sat","Navy","17","","Army","10","CBS"
"846","830","17","Dec 20, 2014","5:45 PM","Sat","Air Force","38","","Western Michigan","24","ESPN"
"847","831","17","Dec 20, 2014","9:15 PM","Sat","Bowling Green State","33","","South Alabama","28","ESPN"
"848","832","17","Dec 20, 2014","11:00 AM","Sat","Louisiana","16","","Nevada","3","ESPN"
"849","833","17","Dec 20, 2014","3:30 PM","Sat","Utah","45","","Colorado State","10","ABC"
"850","834","17","Dec 20, 2014","2:20 PM","Sat","Utah State","21","","Texas-El Paso","6","ESPN"
"851","835","17","Dec 22, 2014","2:00 PM","Mon","Memphis","55","","Brigham Young","48","ESPN"
"853","836","18","Dec 23, 2014","6:00 PM","Tue","Marshall","52","","Northern Illinois","23","ESPN"
"854","837","18","Dec 23, 2014","9:30 PM","Tue","Navy","17","","San Diego State","16","ESPN"
"855","838","18","Dec 24, 2014","8:00 PM","Wed","Rice","30","","Fresno State","6","ESPN"
"856","839","18","Dec 24, 2014","12:00 PM","Wed","Western Kentucky","49","","Central Michigan","48","ESPN"
"857","840","18","Dec 26, 2014","1:00 PM","Fri","Louisiana Tech","35","","Illinois","18","ESPN"
"858","841","18","Dec 26, 2014","8:00 PM","Fri","North Carolina State","34","","Central Florida","27","ESPN"
"859","842","18","Dec 26, 2014","4:30 PM","Fri","Rutgers","40","","North Carolina","21","ESPN"
"860","843","18","Dec 27, 2014","2:10 PM","Sat","Arizona State","36","","Duke","31","CBS"
"861","844","18","Dec 27, 2014","4:30 PM","Sat","Penn State","31","","Boston College","30","ESPN"
"862","845","18","Dec 27, 2014","3:30 PM","Sat","South Carolina","24","","Miami (FL)","21","ABC"
"863","846","18","Dec 27, 2014","8:00 PM","Sat","Southern California","45","","Nebraska","42","ESPN"
"864","847","18","Dec 27, 2014","1:00 PM","Sat","Virginia Tech","33","","Cincinnati","17","ESPN"
"866","848","19","Dec 29, 2014","9:00 PM","Mon","Arkansas","31","","Texas","7","ESPN"
"867","849","19","Dec 29, 2014","5:30 PM","Mon","Clemson","40","","Oklahoma","6","ESPN"
"868","850","19","Dec 29, 2014","2:00 PM","Mon","Texas A&M","45","","West Virginia","37","ESPN"
"870","851","20","Dec 30, 2014","6:45 PM","Tue","Georgia","37","","Louisville","14","ESPN"
"871","852","20","Dec 30, 2014","3:00 PM","Tue","Notre Dame","31","","Louisiana State","28","ESPN"
"872","853","20","Dec 30, 2014","10:00 PM","Tue","Stanford","45","","Maryland","21","ESPN"
"873","854","20","Dec 31, 2014","4:00 PM","Wed","Boise State","38","","Arizona","30","ESPN"
"874","855","20","Dec 31, 2014","8:00 PM","Wed","Georgia Tech","49","","Mississippi State","34","ESPN"
"875","856","20","Dec 31, 2014","12:30 PM","Wed","Texas Christian","42","","Mississippi","3","ESPN"
"876","857","20","Jan 1, 2015","12:30 PM","Thu","Michigan State","42","","Baylor","41","ESPN"
"877","858","20","Jan 1, 2015","1:00 PM","Thu","Missouri","33","","Minnesota","17","ABC"
"878","859","20","Jan 1, 2015","9:00 PM","Thu","Ohio State","42","","Alabama","35","ESPN"
"879","860","20","Jan 1, 2015","5:00 PM","Thu","Oregon","59","","Florida State","20","ESPN"
"880","861","20","Jan 1, 2015","12:00 PM","Thu","Wisconsin","34","","Auburn","31","ESPN 2"
"881","862","20","Jan 2, 2015","12:00 PM","Fri","Houston","35","","Pittsburgh","34","ESPN"
"882","863","20","Jan 2, 2015","10:15 PM","Fri","Oklahoma State","30","","Washington","22","ESPN"
"883","864","20","Jan 2, 2015","3:20 PM","Fri","Tennessee","45","","Iowa","28","ESPN"
"884","865","20","Jan 2, 2015","6:45 PM","Fri","UCLA","40","","Kansas State","35","ESPN"
"885","866","20","Jan 3, 2015","12:00 PM","Sat","Florida","28","","East Carolina","20","ESPN"
"886","867","20","Jan 4, 2015","9:00 PM","Sun","Toledo","63","","Arkansas State","44","ESPN"
"888","868","21","Jan 12, 2015","8:30 PM","Mon","Ohio State","42","","Oregon","20","ESPN"
