"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"341","336","6","Sep 30, 2017","","Sat","UCLA","27","","Colorado","23",""
"342","337","6","Sep 30, 2017","","Sat","Washington","42","@","Oregon State","7",""
"343","338","6","Sep 30, 2017","","Sat","Western Michigan","55","","Ball State","3",""
"344","339","6","Sep 30, 2017","","Sat","Wisconsin","33","","Northwestern","24",""
"345","340","6","Sep 30, 2017","","Sat","Wyoming","45","","Texas State","10",""
"347","341","7","Oct 4, 2017","","Wed","Arkansas State","43","@","Georgia Southern","25",""
"348","342","7","Oct 5, 2017","","Thu","North Carolina State","39","","Louisville","25",""
"349","343","7","Oct 6, 2017","","Fri","Boise State","24","@","Brigham Young","7",""
"350","344","7","Oct 6, 2017","","Fri","Memphis","70","@","Connecticut","31",""
"351","345","7","Oct 7, 2017","","Sat","Akron","31","","Ball State","3",""
"352","346","7","Oct 7, 2017","","Sat","Alabama","27","@","Texas A&M","19",""
"353","347","7","Oct 7, 2017","","Sat","Alabama-Birmingham","23","","Louisiana Tech","22",""
"354","348","7","Oct 7, 2017","","Sat","Appalachian State","45","","New Mexico State","31",""
"355","349","7","Oct 7, 2017","","Sat","Arizona","45","@","Colorado","42",""
"356","350","7","Oct 7, 2017","","Sat","Army","49","@","Rice","12",""
"357","351","7","Oct 7, 2017","","Sat","Auburn","44","","Mississippi","23",""
"358","352","7","Oct 7, 2017","","Sat","Bowling Green State","37","@","Miami (OH)","29",""
"359","353","7","Oct 7, 2017","","Sat","Central Florida","51","@","Cincinnati","23",""
"360","354","7","Oct 7, 2017","","Sat","Central Michigan","26","@","Ohio","23",""
"361","355","7","Oct 7, 2017","","Sat","Clemson","28","","Wake Forest","14",""
"362","356","7","Oct 7, 2017","","Sat","Colorado State","27","@","Utah State","14",""
"363","357","7","Oct 7, 2017","","Sat","Florida Atlantic","58","@","Old Dominion","28",""
"364","358","7","Oct 7, 2017","","Sat","Fresno State","27","@","San Jose State","10",""
"365","359","7","Oct 7, 2017","","Sat","Georgia","45","@","Vanderbilt","14",""
"366","360","7","Oct 7, 2017","","Sat","Georgia State","27","@","Coastal Carolina","21",""
"367","361","7","Oct 7, 2017","","Sat","Houston","35","","Southern Methodist","22",""
"368","362","7","Oct 7, 2017","","Sat","Indiana","27","","Non-Major","0",""
"369","363","7","Oct 7, 2017","","Sat","Iowa","45","","Illinois","16",""
"370","364","7","Oct 7, 2017","","Sat","Iowa State","38","@","Oklahoma","31",""
"371","365","7","Oct 7, 2017","","Sat","Kentucky","40","","Missouri","34",""
"372","366","7","Oct 7, 2017","","Sat","Louisiana","21","@","Idaho","16",""
"373","367","7","Oct 7, 2017","","Sat","Louisiana State","17","@","Florida","16",""
"374","368","7","Oct 7, 2017","","Sat","Louisiana-Monroe","45","@","Texas State","27",""
"375","369","7","Oct 7, 2017","","Sat","Marshall","14","@","Non-Major","3",""
"376","370","7","Oct 7, 2017","","Sat","Miami (FL)","24","@","Florida State","20",""
"377","371","7","Oct 7, 2017","","Sat","Michigan State","14","@","Michigan","10",""
"378","372","7","Oct 7, 2017","","Sat","Middle Tennessee State","37","","Florida International","17",""
"379","373","7","Oct 7, 2017","","Sat","Navy","48","","Air Force","45",""
"380","374","7","Oct 7, 2017","","Sat","Nevada","35","","Hawaii","21",""
"381","375","7","Oct 7, 2017","","Sat","Northern Illinois","24","","Kent State","3",""
"382","376","7","Oct 7, 2017","","Sat","Notre Dame","33","@","North Carolina","10",""
"383","377","7","Oct 7, 2017","","Sat","Ohio State","62","","Maryland","14",""
"384","378","7","Oct 7, 2017","","Sat","Penn State","31","@","Northwestern","7",""
"385","379","7","Oct 7, 2017","","Sat","Purdue","31","","Minnesota","17",""
"386","380","7","Oct 7, 2017","","Sat","San Diego State","41","@","Nevada-Las Vegas","10",""
"387","381","7","Oct 7, 2017","","Sat","South Carolina","48","","Arkansas","22",""
"388","382","7","Oct 7, 2017","","Sat","Southern California","38","","Oregon State","10",""
"389","383","7","Oct 7, 2017","","Sat","Southern Mississippi","31","@","Texas-San Antonio","29",""
"390","384","7","Oct 7, 2017","","Sat","Stanford","23","@","Utah","20",""
"391","385","7","Oct 7, 2017","","Sat","Syracuse","27","","Pittsburgh","24",""
"392","386","7","Oct 7, 2017","","Sat","Temple","34","@","East Carolina","10",""
"393","387","7","Oct 7, 2017","","Sat","Texas","40","","Kansas State","34",""
"394","388","7","Oct 7, 2017","","Sat","Texas Christian","31","","West Virginia","24",""
"395","389","7","Oct 7, 2017","","Sat","Texas Tech","65","@","Kansas","19",""
"396","390","7","Oct 7, 2017","","Sat","Toledo","20","","Eastern Michigan","15",""
"397","391","7","Oct 7, 2017","","Sat","Tulane","62","","Tulsa","28",""
"398","392","7","Oct 7, 2017","","Sat","Virginia","28","","Duke","21",""
"399","393","7","Oct 7, 2017","","Sat","Virginia Tech","23","@","Boston College","10",""
"400","394","7","Oct 7, 2017","","Sat","Washington","38","","California","7",""
"401","395","7","Oct 7, 2017","","Sat","Washington State","33","@","Oregon","10",""
"402","396","7","Oct 7, 2017","","Sat","Western Kentucky","15","@","Texas-El Paso","14",""
"403","397","7","Oct 7, 2017","","Sat","Western Michigan","71","@","Buffalo","68",""
"404","398","7","Oct 7, 2017","","Sat","Wisconsin","38","@","Nebraska","17",""
"406","399","8","Oct 11, 2017","","Wed","South Alabama","19","@","Troy","8",""
"407","400","8","Oct 12, 2017","","Thu","Louisiana","24","","Texas State","7",""
"408","401","8","Oct 13, 2017","","Fri","California","37","","Washington State","3",""
"409","402","8","Oct 13, 2017","","Fri","Syracuse","27","","Clemson","24",""
"410","403","8","Oct 14, 2017","","Sat","Air Force","34","","Nevada-Las Vegas","30",""
"411","404","8","Oct 14, 2017","","Sat","Alabama","41","","Arkansas","9",""
"412","405","8","Oct 14, 2017","","Sat","Alabama-Birmingham","25","","Middle Tennessee State","23",""
"413","406","8","Oct 14, 2017","","Sat","Appalachian State","23","@","Idaho","20",""
"414","407","8","Oct 14, 2017","","Sat","Arizona","47","","UCLA","30",""
"415","408","8","Oct 14, 2017","","Sat","Arizona State","13","","Washington","7",""
"416","409","8","Oct 14, 2017","","Sat","Arkansas State","51","","Coastal Carolina","17",""
"417","410","8","Oct 14, 2017","","Sat","Army","28","","Eastern Michigan","27",""
"418","411","8","Oct 14, 2017","","Sat","Boise State","31","@","San Diego State","14",""
"419","412","8","Oct 14, 2017","","Sat","Boston College","45","@","Louisville","42",""
"420","413","8","Oct 14, 2017","","Sat","Central Florida","63","","East Carolina","21",""
"421","414","8","Oct 14, 2017","","Sat","Colorado","36","@","Oregon State","33",""
"422","415","8","Oct 14, 2017","","Sat","Colorado State","44","","Nevada","42",""
"423","416","8","Oct 14, 2017","","Sat","Connecticut","28","@","Temple","24",""
"424","417","8","Oct 14, 2017","","Sat","Florida International","23","","Tulane","10",""
"425","418","8","Oct 14, 2017","","Sat","Florida State","17","@","Duke","10",""
"426","419","8","Oct 14, 2017","","Sat","Fresno State","38","","New Mexico","0",""
"427","420","8","Oct 14, 2017","","Sat","Georgia","53","","Missouri","28",""
"428","421","8","Oct 14, 2017","","Sat","Georgia State","47","@","Louisiana-Monroe","37",""
"429","422","8","Oct 14, 2017","","Sat","Hawaii","37","","San Jose State","26",""
"430","423","8","Oct 14, 2017","","Sat","Iowa State","45","","Kansas","0",""
"431","424","8","Oct 14, 2017","","Sat","Kent State","17","","Miami (OH)","14",""
"432","425","8","Oct 14, 2017","","Sat","Louisiana State","27","","Auburn","23",""
"433","426","8","Oct 14, 2017","","Sat","Marshall","35","","Old Dominion","3",""
"434","427","8","Oct 14, 2017","","Sat","Memphis","30","","Navy","27",""
"435","428","8","Oct 14, 2017","","Sat","Miami (FL)","25","","Georgia Tech","24",""
"436","429","8","Oct 14, 2017","","Sat","Michigan","27","@","Indiana","20",""
"437","430","8","Oct 14, 2017","","Sat","Michigan State","30","@","Minnesota","27",""
"438","431","8","Oct 14, 2017","","Sat","Mississippi","57","","Vanderbilt","35",""
"439","432","8","Oct 14, 2017","","Sat","Mississippi State","35","","Brigham Young","10",""
"440","433","8","Oct 14, 2017","","Sat","New Mexico State","35","@","Georgia Southern","27",""
"441","434","8","Oct 14, 2017","","Sat","North Carolina State","35","@","Pittsburgh","17",""
"442","435","8","Oct 14, 2017","","Sat","North Texas","29","","Texas-San Antonio","26",""
"443","436","8","Oct 14, 2017","","Sat","Northern Illinois","14","@","Buffalo","13",""
"444","437","8","Oct 14, 2017","","Sat","Northwestern","37","@","Maryland","21",""
"445","438","8","Oct 14, 2017","","Sat","Ohio","48","@","Bowling Green State","30",""
"446","439","8","Oct 14, 2017","","Sat","Ohio State","56","@","Nebraska","14",""
"447","440","8","Oct 14, 2017","","Sat","Oklahoma","29","","Texas","24",""
"448","441","8","Oct 14, 2017","","Sat","Oklahoma State","59","","Baylor","16",""
"449","442","8","Oct 14, 2017","","Sat","Rutgers","35","@","Illinois","24",""
"450","443","8","Oct 14, 2017","","Sat","South Carolina","15","@","Tennessee","9",""
"451","444","8","Oct 14, 2017","","Sat","South Florida","33","","Cincinnati","3",""
"452","445","8","Oct 14, 2017","","Sat","Southern California","28","","Utah","27",""
"453","446","8","Oct 14, 2017","","Sat","Southern Mississippi","24","","Texas-El Paso","0",""
"454","447","8","Oct 14, 2017","","Sat","Stanford","49","","Oregon","7",""
"455","448","8","Oct 14, 2017","","Sat","Texas A&M","19","@","Florida","17",""
"456","449","8","Oct 14, 2017","","Sat","Texas Christian","26","@","Kansas State","6",""
"457","450","8","Oct 14, 2017","","Sat","Toledo","30","@","Central Michigan","10",""
"458","451","8","Oct 14, 2017","","Sat","Tulsa","45","","Houston","17",""
"459","452","8","Oct 14, 2017","","Sat","Virginia","20","@","North Carolina","14",""
"460","453","8","Oct 14, 2017","","Sat","West Virginia","46","","Texas Tech","35",""
"461","454","8","Oct 14, 2017","","Sat","Western Kentucky","45","","Non-Major","14",""
"462","455","8","Oct 14, 2017","","Sat","Wisconsin","17","","Purdue","9",""
"463","456","8","Oct 14, 2017","","Sat","Wyoming","28","@","Utah State","23",""
"464","457","8","Oct 15, 2017","","Sun","Akron","14","@","Western Michigan","13",""
"466","458","9","Oct 19, 2017","","Thu","Arkansas State","47","","Louisiana","3",""
"467","459","9","Oct 19, 2017","","Thu","Memphis","42","@","Houston","38",""
"468","460","9","Oct 20, 2017","","Fri","Air Force","45","@","Nevada","42",""
"469","461","9","Oct 20, 2017","","Fri","Colorado State","27","@","New Mexico","24",""
"470","462","9","Oct 20, 2017","","Fri","Marshall","38","@","Middle Tennessee State","10",""
"471","463","9","Oct 20, 2017","","Fri","Western Kentucky","35","@","Old Dominion","31",""
"472","464","9","Oct 21, 2017","","Sat","Alabama","45","","Tennessee","7",""
"473","465","9","Oct 21, 2017","","Sat","Appalachian State","37","","Coastal Carolina","29",""
"474","466","9","Oct 21, 2017","","Sat","Arizona","45","@","California","44",""
"475","467","9","Oct 21, 2017","","Sat","Arizona State","30","@","Utah","10",""
"476","468","9","Oct 21, 2017","","Sat","Army","31","","Temple","28",""
"477","469","9","Oct 21, 2017","","Sat","Auburn","52","@","Arkansas","20",""
"478","470","9","Oct 21, 2017","","Sat","Boise State","24","","Wyoming","14",""
"479","471","9","Oct 21, 2017","","Sat","Boston College","41","@","Virginia","10",""
"480","472","9","Oct 21, 2017","","Sat","Central Florida","31","@","Navy","21",""
"481","473","9","Oct 21, 2017","","Sat","Central Michigan","56","@","Ball State","9",""
"482","474","9","Oct 21, 2017","","Sat","Non-Major","25","","Alabama-Birmingham","24",""
"483","475","9","Oct 21, 2017","","Sat","Connecticut","20","","Tulsa","14",""
"484","476","9","Oct 21, 2017","","Sat","East Carolina","33","","Brigham Young","17",""
"485","477","9","Oct 21, 2017","","Sat","Florida Atlantic","69","","North Texas","31",""
"486","478","9","Oct 21, 2017","","Sat","Fresno State","27","@","San Diego State","3",""
"487","479","9","Oct 21, 2017","","Sat","Georgia Tech","38","","Wake Forest","24",""
"488","480","9","Oct 21, 2017","","Sat","Iowa State","31","@","Texas Tech","13",""
"489","481","9","Oct 21, 2017","","Sat","Louisiana State","40","@","Mississippi","24",""
"490","482","9","Oct 21, 2017","","Sat","Louisville","31","@","Florida State","28",""
"491","483","9","Oct 21, 2017","","Sat","Massachusetts","55","","Georgia Southern","20",""
"492","484","9","Oct 21, 2017","","Sat","Miami (FL)","27","","Syracuse","19",""
"493","485","9","Oct 21, 2017","","Sat","Miami (OH)","24","","Buffalo","14",""
"494","486","9","Oct 21, 2017","","Sat","Michigan State","17","","Indiana","9",""
"495","487","9","Oct 21, 2017","","Sat","Minnesota","24","","Illinois","17",""
"496","488","9","Oct 21, 2017","","Sat","Mississippi State","45","","Kentucky","7",""
"497","489","9","Oct 21, 2017","","Sat","Missouri","68","","Idaho","21",""
"498","490","9","Oct 21, 2017","","Sat","Northern Illinois","48","@","Bowling Green State","17",""
"499","491","9","Oct 21, 2017","","Sat","Northwestern","17","","Iowa","10",""
"500","492","9","Oct 21, 2017","","Sat","Notre Dame","49","","Southern California","14",""
"501","493","9","Oct 21, 2017","","Sat","Ohio","48","","Kent State","3",""
"502","494","9","Oct 21, 2017","","Sat","Oklahoma","42","@","Kansas State","35",""
"503","495","9","Oct 21, 2017","","Sat","Oklahoma State","13","@","Texas","10",""
"504","496","9","Oct 21, 2017","","Sat","Penn State","42","","Michigan","13",""
"505","497","9","Oct 21, 2017","","Sat","Pittsburgh","24","@","Duke","17",""
"506","498","9","Oct 21, 2017","","Sat","Rutgers","14","","Purdue","12",""
"507","499","9","Oct 21, 2017","","Sat","South Alabama","33","","Louisiana-Monroe","23",""
"508","500","9","Oct 21, 2017","","Sat","South Florida","34","@","Tulane","28",""
"509","501","9","Oct 21, 2017","","Sat","Southern Methodist","31","@","Cincinnati","28",""
"510","502","9","Oct 21, 2017","","Sat","Southern Mississippi","34","@","Louisiana Tech","27",""
"511","503","9","Oct 21, 2017","","Sat","Texas Christian","43","","Kansas","0",""
"512","504","9","Oct 21, 2017","","Sat","Texas-San Antonio","20","","Rice","7",""
"513","505","9","Oct 21, 2017","","Sat","Toledo","48","","Akron","21",""
"514","506","9","Oct 21, 2017","","Sat","Troy","34","@","Georgia State","10",""
"515","507","9","Oct 21, 2017","","Sat","UCLA","31","","Oregon","14",""
"516","508","9","Oct 21, 2017","","Sat","Utah State","52","@","Nevada-Las Vegas","28",""
"517","509","9","Oct 21, 2017","","Sat","Virginia Tech","59","","North Carolina","7",""
"518","510","9","Oct 21, 2017","","Sat","Washington State","28","","Colorado","0",""
"519","511","9","Oct 21, 2017","","Sat","West Virginia","38","@","Baylor","36",""
"520","512","9","Oct 21, 2017","","Sat","Western Michigan","20","@","Eastern Michigan","17",""
"521","513","9","Oct 21, 2017","","Sat","Wisconsin","38","","Maryland","13",""
"523","514","10","Oct 26, 2017","","Thu","Georgia State","21","","South Alabama","13",""
"524","515","10","Oct 26, 2017","","Thu","Northern Illinois","30","","Eastern Michigan","27",""
"525","516","10","Oct 26, 2017","","Thu","Stanford","15","@","Oregon State","14",""
"526","517","10","Oct 26, 2017","","Thu","Toledo","58","@","Ball State","17",""
"527","518","10","Oct 27, 2017","","Fri","Boston College","35","","Florida State","3",""
"528","519","10","Oct 27, 2017","","Fri","Memphis","56","","Tulane","26",""
"529","520","10","Oct 27, 2017","","Fri","Southern Methodist","38","","Tulsa","34",""
"530","521","10","Oct 28, 2017","","Sat","Air Force","45","@","Colorado State","28",""
"531","522","10","Oct 28, 2017","","Sat","Akron","21","","Buffalo","20",""
"532","523","10","Oct 28, 2017","","Sat","Alabama-Birmingham","30","@","Southern Mississippi","12",""
"533","524","10","Oct 28, 2017","","Sat","Arizona","58","","Washington State","37",""
"534","525","10","Oct 28, 2017","","Sat","Arkansas","38","@","Mississippi","37",""
"535","526","10","Oct 28, 2017","","Sat","Arkansas State","37","@","New Mexico State","21",""
"536","527","10","Oct 28, 2017","","Sat","Boise State","41","@","Utah State","14",""
"537","528","10","Oct 28, 2017","","Sat","Brigham Young","41","","San Jose State","20",""
"538","529","10","Oct 28, 2017","","Sat","Central Florida","73","","Non-Major","33",""
"539","530","10","Oct 28, 2017","","Sat","Clemson","24","","Georgia Tech","10",""
"540","531","10","Oct 28, 2017","","Sat","Colorado","44","","California","28",""
"541","532","10","Oct 28, 2017","","Sat","Florida Atlantic","42","@","Western Kentucky","28",""
"542","533","10","Oct 28, 2017","","Sat","Florida International","41","@","Marshall","30",""
"543","534","10","Oct 28, 2017","","Sat","Georgia","42","","Florida","7",""
"544","535","10","Oct 28, 2017","","Sat","Houston","28","@","South Florida","24",""
"545","536","10","Oct 28, 2017","","Sat","Idaho","31","","Louisiana-Monroe","23",""
"546","537","10","Oct 28, 2017","","Sat","Iowa","17","","Minnesota","10",""
"547","538","10","Oct 28, 2017","","Sat","Iowa State","14","","Texas Christian","7",""
"548","539","10","Oct 28, 2017","","Sat","Kansas State","30","@","Kansas","20",""
"549","540","10","Oct 28, 2017","","Sat","Kentucky","29","","Tennessee","26",""
"550","541","10","Oct 28, 2017","","Sat","Louisiana Tech","42","@","Rice","28",""
"551","542","10","Oct 28, 2017","","Sat","Maryland","42","","Indiana","39",""
"552","543","10","Oct 28, 2017","","Sat","Massachusetts","30","","Appalachian State","27",""
"553","544","10","Oct 28, 2017","","Sat","Miami (FL)","24","@","North Carolina","19",""
"554","545","10","Oct 28, 2017","","Sat","Michigan","35","","Rutgers","14",""
"555","546","10","Oct 28, 2017","","Sat","Mississippi State","35","@","Texas A&M","14",""
"556","547","10","Oct 28, 2017","","Sat","Missouri","52","@","Connecticut","12",""
"557","548","10","Oct 28, 2017","","Sat","Nebraska","25","@","Purdue","24",""
"558","549","10","Oct 28, 2017","","Sat","Nevada-Las Vegas","26","@","Fresno State","16",""
"559","550","10","Oct 28, 2017","","Sat","North Texas","45","","Old Dominion","38",""
"560","551","10","Oct 28, 2017","","Sat","Northwestern","39","","Michigan State","31",""
"561","552","10","Oct 28, 2017","","Sat","Notre Dame","35","","North Carolina State","14",""
"562","553","10","Oct 28, 2017","","Sat","Ohio State","39","","Penn State","38",""
"563","554","10","Oct 28, 2017","","Sat","Oklahoma","49","","Texas Tech","27",""
"564","555","10","Oct 28, 2017","","Sat","Oklahoma State","50","@","West Virginia","39",""
"565","556","10","Oct 28, 2017","","Sat","Oregon","41","","Utah","20",""
"566","557","10","Oct 28, 2017","","Sat","Pittsburgh","31","","Virginia","14",""
"567","558","10","Oct 28, 2017","","Sat","San Diego State","28","@","Hawaii","7",""
"568","559","10","Oct 28, 2017","","Sat","South Carolina","34","","Vanderbilt","27",""
"569","560","10","Oct 28, 2017","","Sat","Southern California","48","@","Arizona State","17",""
"570","561","10","Oct 28, 2017","","Sat","Texas","38","@","Baylor","7",""
"571","562","10","Oct 28, 2017","","Sat","Texas State","27","@","Coastal Carolina","7",""
"572","563","10","Oct 28, 2017","","Sat","Texas-San Antonio","31","@","Texas-El Paso","14",""
"573","564","10","Oct 28, 2017","","Sat","Troy","38","","Georgia Southern","16",""
"574","565","10","Oct 28, 2017","","Sat","Virginia Tech","24","","Duke","3",""
"575","566","10","Oct 28, 2017","","Sat","Wake Forest","42","","Louisville","32",""
"576","567","10","Oct 28, 2017","","Sat","Washington","44","","UCLA","23",""
"577","568","10","Oct 28, 2017","","Sat","Wisconsin","24","@","Illinois","10",""
"578","569","10","Oct 28, 2017","","Sat","Wyoming","42","","New Mexico","3",""
"580","570","11","Oct 31, 2017","","Tue","Bowling Green State","44","@","Kent State","16",""
"581","571","11","Oct 31, 2017","","Tue","Ohio","45","","Miami (OH)","28",""
"582","572","11","Nov 1, 2017","","Wed","Central Michigan","35","@","Western Michigan","28",""
"583","573","11","Nov 2, 2017","","Thu","Eastern Michigan","56","","Ball State","14",""
"584","574","11","Nov 2, 2017","","Thu","Toledo","27","","Northern Illinois","17",""
"585","575","11","Nov 2, 2017","","Thu","Troy","24","","Idaho","21",""
"586","576","11","Nov 3, 2017","","Fri","Florida Atlantic","30","","Marshall","25",""
"587","577","11","Nov 3, 2017","","Fri","Memphis","41","@","Tulsa","14",""
"588","578","11","Nov 3, 2017","12:00 PM","Fri","Temple","34","","Navy","26",""
"589","579","11","Nov 3, 2017","","Fri","Utah","48","","UCLA","17",""
"590","580","11","Nov 4, 2017","","Sat","Alabama","24","","Louisiana State","10",""
"591","581","11","Nov 4, 2017","","Sat","Alabama-Birmingham","52","","Rice","21",""
"592","582","11","Nov 4, 2017","","Sat","Arizona State","41","","Colorado","30",""
"593","583","11","Nov 4, 2017","","Sat","Arkansas","39","","Coastal Carolina","38",""
"594","584","11","Nov 4, 2017","","Sat","Army","21","@","Air Force","0",""
"595","585","11","Nov 4, 2017","","Sat","Auburn","42","@","Texas A&M","27",""
"596","586","11","Nov 4, 2017","","Sat","Baylor","38","@","Kansas","9",""
"597","587","11","Nov 4, 2017","","Sat","Boise State","41","","Nevada","14",""
"598","588","11","Nov 4, 2017","","Sat","California","37","","Oregon State","23",""
"599","589","11","Nov 4, 2017","","Sat","Central Florida","31","@","Southern Methodist","24",""
"600","590","11","Nov 4, 2017","","Sat","Cincinnati","17","@","Tulane","16",""
"601","591","11","Nov 4, 2017","","Sat","Clemson","38","@","North Carolina State","31",""
"602","592","11","Nov 4, 2017","","Sat","Florida International","14","","Texas-San Antonio","7",""
"603","593","11","Nov 4, 2017","","Sat","Florida State","27","","Syracuse","24",""
"604","594","11","Nov 4, 2017","","Sat","Fresno State","20","","Brigham Young","13",""
"605","595","11","Nov 4, 2017","","Sat","Georgia","24","","South Carolina","10",""
"606","596","11","Nov 4, 2017","","Sat","Georgia State","21","@","Georgia Southern","17",""
"607","597","11","Nov 4, 2017","","Sat","Houston","52","","East Carolina","27",""
"608","598","11","Nov 4, 2017","","Sat","Iowa","55","","Ohio State","24",""
"609","599","11","Nov 4, 2017","","Sat","Kansas State","42","@","Texas Tech","35",""
"610","600","11","Nov 4, 2017","","Sat","Louisiana","19","@","South Alabama","14",""
"611","601","11","Nov 4, 2017","","Sat","Louisiana-Monroe","52","","Appalachian State","45",""
"612","602","11","Nov 4, 2017","","Sat","Miami (FL)","28","","Virginia Tech","10",""
"613","603","11","Nov 4, 2017","","Sat","Michigan","33","","Minnesota","10",""
"614","604","11","Nov 4, 2017","","Sat","Michigan State","27","","Penn State","24",""
"615","605","11","Nov 4, 2017","","Sat","Middle Tennessee State","30","","Texas-El Paso","3",""
"616","606","11","Nov 4, 2017","","Sat","Mississippi","37","@","Kentucky","34",""
"617","607","11","Nov 4, 2017","","Sat","Mississippi State","34","","Massachusetts","23",""
"618","608","11","Nov 4, 2017","","Sat","Missouri","45","","Florida","16",""
"619","609","11","Nov 4, 2017","","Sat","Nevada-Las Vegas","31","","Hawaii","23",""
"620","610","11","Nov 4, 2017","","Sat","New Mexico State","45","@","Texas State","35",""
"621","611","11","Nov 4, 2017","","Sat","North Texas","24","@","Louisiana Tech","23",""
"622","612","11","Nov 4, 2017","","Sat","Northwestern","31","@","Nebraska","24",""
"623","613","11","Nov 4, 2017","","Sat","Notre Dame","48","","Wake Forest","37",""
"624","614","11","Nov 4, 2017","","Sat","Oklahoma","62","@","Oklahoma State","52",""
"625","615","11","Nov 4, 2017","","Sat","Old Dominion","6","","Non-Major","0",""
"626","616","11","Nov 4, 2017","","Sat","Purdue","29","","Illinois","10",""
"627","617","11","Nov 4, 2017","","Sat","Rutgers","31","","Maryland","24",""
"628","618","11","Nov 4, 2017","","Sat","San Diego State","52","@","San Jose State","7",""
"629","619","11","Nov 4, 2017","","Sat","South Florida","37","@","Connecticut","20",""
"630","620","11","Nov 4, 2017","","Sat","Southern California","49","","Arizona","35",""
"631","621","11","Nov 4, 2017","","Sat","Tennessee","24","","Southern Mississippi","10",""
"632","622","11","Nov 4, 2017","","Sat","Texas Christian","24","","Texas","7",""
"633","623","11","Nov 4, 2017","","Sat","Utah State","24","@","New Mexico","10",""
"634","624","11","Nov 4, 2017","","Sat","Vanderbilt","31","","Western Kentucky","17",""
"635","625","11","Nov 4, 2017","","Sat","Virginia","40","","Georgia Tech","36",""
"636","626","11","Nov 4, 2017","","Sat","Washington","38","","Oregon","3",""
"637","627","11","Nov 4, 2017","","Sat","Washington State","24","","Stanford","21",""
"638","628","11","Nov 4, 2017","","Sat","West Virginia","20","","Iowa State","16",""
"639","629","11","Nov 4, 2017","","Sat","Wisconsin","45","@","Indiana","17",""
"640","630","11","Nov 4, 2017","","Sat","Wyoming","16","","Colorado State","13",""
"642","631","12","Nov 7, 2017","","Tue","Buffalo","38","","Bowling Green State","28",""
"643","632","12","Nov 7, 2017","","Tue","Miami (OH)","24","","Akron","14",""
"644","633","12","Nov 8, 2017","","Wed","Central Michigan","42","","Eastern Michigan","30",""
"645","634","12","Nov 8, 2017","","Wed","Ohio","38","","Toledo","10",""
"646","635","12","Nov 8, 2017","","Wed","Western Michigan","48","","Kent State","20",""
"647","636","12","Nov 9, 2017","","Thu","Appalachian State","27","","Georgia Southern","6",""
"648","637","12","Nov 9, 2017","","Thu","North Carolina","34","@","Pittsburgh","31",""
"649","638","12","Nov 9, 2017","","Thu","Northern Illinois","63","","Ball State","17",""
"650","639","12","Nov 10, 2017","","Fri","Brigham Young","31","@","Nevada-Las Vegas","21",""
"651","640","12","Nov 10, 2017","","Fri","Stanford","30","","Washington","22",""
"652","641","12","Nov 10, 2017","","Fri","Temple","35","@","Cincinnati","24",""
"653","642","12","Nov 11, 2017","","Sat","Alabama","31","@","Mississippi State","24",""
"654","643","12","Nov 11, 2017","","Sat","Alabama-Birmingham","24","@","Texas-San Antonio","19",""
"655","644","12","Nov 11, 2017","","Sat","Arizona","49","","Oregon State","28",""
"656","645","12","Nov 11, 2017","","Sat","Army","21","","Duke","16",""
"657","646","12","Nov 11, 2017","","Sat","Auburn","40","","Georgia","17",""
"658","647","12","Nov 11, 2017","","Sat","Boise State","59","@","Colorado State","52",""
"659","648","12","Nov 11, 2017","","Sat","Central Florida","49","","Connecticut","24",""
"660","649","12","Nov 11, 2017","","Sat","Clemson","31","","Florida State","14",""
"661","650","12","Nov 11, 2017","","Sat","Florida Atlantic","48","@","Louisiana Tech","23",""
"662","651","12","Nov 11, 2017","","Sat","Fresno State","31","@","Hawaii","21",""
"663","652","12","Nov 11, 2017","","Sat","Georgia State","33","@","Texas State","30",""
"664","653","12","Nov 11, 2017","","Sat","Georgia Tech","28","","Virginia Tech","22",""
"665","654","12","Nov 11, 2017","","Sat","Indiana","24","@","Illinois","14",""
"666","655","12","Nov 11, 2017","","Sat","Kentucky","44","@","Vanderbilt","21",""
"667","656","12","Nov 11, 2017","","Sat","Louisiana State","33","","Arkansas","10",""
"668","657","12","Nov 11, 2017","","Sat","Louisville","38","","Virginia","21",""
"669","658","12","Nov 11, 2017","","Sat","Marshall","30","","Western Kentucky","23",""
"670","659","12","Nov 11, 2017","","Sat","Massachusetts","44","","Non-Major","31",""
"671","660","12","Nov 11, 2017","","Sat","Miami (FL)","41","","Notre Dame","8",""
"672","661","12","Nov 11, 2017","","Sat","Michigan","35","@","Maryland","10",""
"673","662","12","Nov 11, 2017","","Sat","Middle Tennessee State","35","@","Non-Major","21",""
"674","663","12","Nov 11, 2017","","Sat","Minnesota","54","","Nebraska","21",""
"675","664","12","Nov 11, 2017","","Sat","Mississippi","50","","Louisiana","22",""
"676","665","12","Nov 11, 2017","","Sat","Missouri","50","","Tennessee","17",""
"677","666","12","Nov 11, 2017","","Sat","Navy","43","","Southern Methodist","40",""
"678","667","12","Nov 11, 2017","","Sat","Nevada","59","","San Jose State","14",""
"679","668","12","Nov 11, 2017","","Sat","North Carolina State","17","@","Boston College","14",""
"680","669","12","Nov 11, 2017","","Sat","North Texas","45","","Texas-El Paso","10",""
