"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Colorado State","","Fresno State","2016-11-05",276,59,232,3.9,7,3,2,12,0,0,25,12,48,155,6.2,0,1,34,77,2.26,0,0,0,0,0,0,0,0,0,17,7,41.18,3,0,0,2,0,0,0,0,0,0,0,0,0,0,13,10,1,0,0,0,0,1,19,19,0,1,10,10,0,7,253,36.14,1,65,65,0,0,0,0,0,0,0,29,2,14.5,0,0,6,0,0,30,30,60,10,5,1,13,13,0,1,0,0,0,1,13,0,0,1,0,0,0,0,1,0,1,0,3,61,261,4.27868852459016,0,0,0,0,13,0,0,219,248,0,0,-1,1,0,11,11,0,0,""
"Colorado State","@","Air Force","2016-11-12",10,76,534,7,2,22,2,26,1,7,8,3,37.5,49,6.1,0,1,68,485,7.13,7,0,0,0,49,0,0,7,7,16,13,81.25,1,1,100,5,5,100,5,100,0,0,0,0,0,1,5,3,2,49,0,42,7,0,0,0,0,0,0,0,0,2,85,42.5,8,500,62.5,4,50,0,0,0,0,0,0,0,0,0,0,0,0,49,43,38,81,4,0,1,27,27,1,1,1,0,0,2,27,1,6,2,0,0,0,0,2,1,1,0,0,76,534,7.02631578947368,49,7,1,6,27,43,43,507,507,6,6,5,1,0,11,4,7,1,"@"
"Colorado State","","New Mexico","2016-11-19",277,64,366,5.7,5,13,1,19,0,4,16,6,37.5,81,5.1,2,0,48,285,5.94,2,0,0,0,31,1,1,4,4,12,4,33.33,2,2,100,2,2,100,2,100,0,0,0,1,0,1,10,8,0,31,12,12,7,4,77,19.25,0,1,5,5,0,5,231,46.2,5,295,59,4,80,0,1,0,0,0,82,5,16.4,0,0,4,0,31,37,28,65,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,448,6.49275362318841,31,4,0,0,0,31,31,366,448,4,4,4,0,0,10,5,5,0,""
"Colorado State","@","San Diego State","2016-11-26",278,57,378,6.6,9,4,3,16,1,4,19,11,57.9,183,9.6,2,1,39,194,4.97,2,0,0,0,31,1,1,4,4,12,5,41.67,1,0,0,2,2,100,1,50,1,50,0,1,0,1,8,7,2,31,12,12,7,9,169,18.78,0,1,6,6,0,4,154,38.5,6,363,60.5,2,33.33,0,0,0,0,0,175,10,17.5,0,0,1,0,31,47,16,63,7,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,1,1,0,1,67,553,8.25373134328358,31,4,0,0,0,31,31,378,553,4,4,2,2,0,12,7,5,0,"@"
"Colorado State","N","Idaho","2016-12-22",279,82,606,7.4,16,13,1,30,0,9,31,21,67.7,381,12.3,4,0,51,225,4.41,5,0,0,0,61,0,0,9,7,16,7,43.75,2,2,100,6,6,100,6,100,0,0,0,0,2,0.777777777777778,10,9,0,61,24,30,7,4,90,22.5,0,1,4,4,0,7,243,34.71,10,535,53.5,1,10,0,0,0,0,0,94,5,18.8,0,0,0,0,61,49,22,71,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,700,8.04597701149425,61,9,0,0,0,61,61,606,700,9,9,9,0,0,16,7,9,0,"N"
"Connecticut","","Non-Major","2016-09-01",291,52,309,5.9,12,2,2,16,0,2,33,19,57.6,269,8.2,2,0,19,40,2.11,0,0,0,0,15,2,0,3,3,11,4,36.36,0,0,0,2,1,50,1,50,0,0,2,0,0,1,14,7,0,21,12,0,3,2,34,17,0,0,0,0,0,5,191,38.2,4,212,53,0,0,1,0,0,0,0,34,2,17,0,0,3,1,21,23,24,47,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,54,343,6.35185185185185,15,2,0,0,0,15,15,309,343,2,2,2,0,0,9,7,2,0,""
"Connecticut","@","Navy","2016-09-10",292,58,365,6.3,4,14,0,18,1,3,8,6,75,130,16.3,0,0,50,235,4.7,3,0,0,0,22,1,0,4,4,10,5,50,1,0,0,6,3,50,3,50,0,0,1,0,0,1,2,5,1,28,0,18,4,2,48,24,0,2,46,23,0,3,128,42.67,5,304,60.8,0,0,0,0,0,0,0,94,4,23.5,0,0,0,1,28,51,6,57,4,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,6,1,1,0,1,1,62,459,7.40322580645161,22,3,1,6,0,22,16,365,459,3,2,2,0,0,9,6,3,1,"@"
"Connecticut","","Virginia","2016-09-17",293,73,381,5.2,11,6,4,21,0,1,43,23,53.5,241,5.6,0,1,30,140,4.67,1,0,0,0,10,2,1,1,1,16,5,31.25,2,1,50,3,2,66.67,1,33.33,1,33.33,1,0.5,0,1,20,11,1,10,0,6,4,0,0,0,0,2,11,5.5,0,7,279,39.86,3,195,65,3,100,0,0,0,0,0,11,2,5.5,0,0,2,0,10,38,26,64,3,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,75,392,5.22666666666667,10,1,0,0,0,10,10,381,392,1,1,0,1,0,12,10,2,0,""
"Connecticut","","Syracuse","2016-09-24",294,66,469,7.1,16,3,0,19,0,3,40,26,65,407,10.2,2,0,26,62,2.38,1,0,0,0,25,3,1,4,4,15,8,53.33,0,0,0,2,1,50,1,50,0,0,2,0.333333333333333,0,1,14,7,0,31,12,6,7,3,63,21,0,1,17,17,0,5,197,39.4,5,286,57.2,1,20,2,0,0,0,0,80,4,20,0,0,3,0,31,31,40,71,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,549,7.84285714285714,25,3,0,0,0,25,25,469,549,3,3,3,0,0,11,7,4,0,""
"Connecticut","@","Houston","2016-09-29",295,79,540,6.8,20,6,1,27,0,6,49,40,81.6,426,8.7,3,0,30,114,3.8,3,0,0,0,42,0,0,6,6,16,8,50,0,0,0,5,5,100,5,100,0,0,0,0,0,1,9,8,0,42,18,18,6,1,21,21,0,1,-1,-1,0,7,295,42.14,7,426,60.86,4,57.14,0,0,0,0,0,20,2,10,0,0,2,0,42,49,32,81,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,560,6.91358024691358,42,6,0,0,0,42,42,540,560,6,6,6,0,0,13,7,6,0,"@"
"Connecticut","","Cincinnati","2016-10-08",252,78,317,4.1,18,2,2,22,0,0,56,29,51.8,315,5.6,0,1,22,2,0.09,0,0,0,0,9,3,3,0,0,15,5,33.33,2,0,0,3,3,100,0,0,3,100,0,1,0,0,27,10,1,9,0,0,9,1,18,18,0,0,0,0,0,5,190,38,4,257,64.25,2,50,0,0,0,0,0,18,1,18,0,0,3,0,9,38,20,58,6,3,1,6,6,0,8,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,2,79,335,4.24050632911392,9,0,0,0,6,9,9,311,329,0,0,-1,1,0,11,8,3,0,""
"Connecticut","@","South Florida","2016-10-15",296,84,529,6.3,11,15,0,26,2,6,37,23,62.2,213,5.8,2,2,47,316,6.72,4,0,0,0,42,0,0,6,6,17,7,41.18,4,3,75,3,2,66.67,2,66.67,0,0,0,0,0,1,14,10,4,42,12,24,6,0,0,0,0,2,1,0.5,0,4,162,40.5,7,454,64.86,4,57.14,0,0,0,0,0,1,2,0.5,0,0,0,0,42,50,18,68,3,1,2,0,0,0,1,2,0,0,3,0,0,0,4,0,0,0,0,4,2,2,0,1,86,530,6.16279069767442,42,6,0,0,0,42,42,529,530,6,6,2,4,0,15,9,6,0,"@"
"Connecticut","","Central Florida","2016-10-22",217,75,400,5.3,17,4,1,22,0,3,45,29,64.4,317,7,3,0,30,83,2.77,0,0,0,0,24,2,1,3,3,17,5,29.41,4,2,50,2,1,50,1,50,0,0,1,0.5,0,1,16,12,0,24,18,0,6,2,10,5,0,0,0,0,0,5,192,38.4,5,264,52.8,1,20,0,0,0,0,0,10,2,5,0,0,11,0,24,39,20,59,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,410,5.32467532467532,24,3,0,0,0,24,24,400,410,3,3,3,0,0,12,8,4,0,""
"Connecticut","@","East Carolina","2016-10-29",297,87,430,4.9,16,8,1,25,0,5,47,33,70.2,294,6.3,4,0,40,136,3.4,1,0,0,0,41,2,2,5,5,17,6,35.29,4,3,75,5,5,100,4,80,1,20,0,1,0,1,14,11,0,41,24,6,11,0,0,0,0,1,-1,-1,0,5,230,46,8,470,58.75,1,12.5,0,0,0,0,0,-1,1,-1,0,0,4,0,41,41,48,89,5,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,429,4.875,41,5,0,0,0,41,41,430,429,5,5,5,0,0,13,6,7,0,"@"
"Connecticut","","Temple","2016-11-04",298,64,431,6.7,9,13,0,22,1,3,18,12,66.7,215,11.9,3,2,46,216,4.7,0,0,0,0,21,0,0,3,3,12,6,50,0,0,0,4,2,50,2,50,0,0,0,0,0,1,6,6,3,21,18,0,3,1,23,23,0,1,14,14,0,3,96,32,4,260,65,1,25,0,0,0,0,0,37,2,18.5,0,0,2,0,21,37,28,65,5,2,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,3,1,2,0,0,66,468,7.09090909090909,21,3,0,0,0,21,21,431,468,3,3,0,3,0,9,6,3,0,""
"Connecticut","@","Boston College","2016-11-19",168,71,337,4.7,7,8,1,16,0,2,19,14,73.7,183,9.6,1,0,52,154,2.96,1,0,0,0,24,3,3,3,3,16,7,43.75,3,2,66.67,6,5,83.33,2,33.33,3,50,0,1,0,1,5,9,0,30,6,6,12,0,0,0,0,3,45,15,0,3,123,41,7,449,64.14,3,42.86,0,0,0,0,0,45,3,15,0,0,0,0,30,61,10,71,7,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,382,5.16216216216216,24,2,0,0,0,24,24,337,382,2,2,2,0,0,9,4,5,0,"@"
"Connecticut","","Tulane","2016-11-26",299,74,423,5.7,8,8,1,17,0,5,19,11,57.9,166,8.7,0,1,56,255,4.55,5,0,0,0,38,1,1,5,5,17,7,41.18,2,2,100,7,5,71.43,4,57.14,1,14.29,0,1,0,1,8,10,1,38,0,30,8,0,0,0,0,3,25,8.33,0,6,212,35.33,7,393,56.14,2,28.57,0,0,0,0,0,25,3,8.33333333333333,0,0,0,0,38,36,52,88,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,77,448,5.81818181818182,38,5,0,0,0,38,38,423,448,5,5,4,1,0,13,7,6,0,""
"Duke","","Non-Major","2016-09-03",300,54,112,2.1,3,1,0,4,1,0,25,7,28,74,3,0,1,29,38,1.31,0,0,0,0,6,2,2,0,0,16,1,6.25,0,0,0,1,1,100,0,0,1,100,0,1,0,0,18,15,2,6,0,0,6,6,95,15.83,0,0,0,0,0,12,468,39,3,182,60.67,1,33.33,0,0,0,0,0,95,6,15.8333333333333,0,0,2,0,6,27,23,50,6,5,1,0,0,0,4,1,0,0,1,0,0,0,2,0,0,0,0,2,1,1,0,0,60,207,3.45,6,0,0,0,0,6,6,112,207,0,0,-2,2,0,16,14,2,0,""
"Duke","","Wake Forest","2016-09-10",301,65,389,6,4,9,0,13,1,3,16,9,56.3,150,9.4,0,1,49,239,4.88,3,0,0,0,24,1,1,3,3,17,6,35.29,1,0,0,3,3,100,2,66.67,1,33.33,0,1,0,1,7,11,2,24,0,18,6,1,8,8,0,1,1,1,0,7,325,46.43,5,325,65,4,80,0,0,0,0,0,9,2,4.5,0,0,2,0,24,37,32,69,6,4,1,3,3,0,1,1,0,0,2,3,0,0,2,0,0,0,0,2,1,1,0,1,67,398,5.94029850746269,24,3,0,0,3,24,24,386,395,3,3,1,2,0,14,10,4,0,""
"Duke","@","Northwestern","2016-09-17",302,83,406,4.9,11,7,4,22,0,3,39,18,46.2,320,8.2,3,2,44,86,1.95,0,0,0,0,24,2,1,3,3,19,8,42.11,0,0,0,1,0,0,0,0,0,0,1,0.5,0,1,21,11,2,24,18,0,6,2,26,13,0,5,44,8.8,0,8,343,42.88,5,322,64.4,4,80,0,0,0,0,0,70,7,10,0,0,13,0,24,48,24,72,11,5,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,90,476,5.28888888888889,24,3,0,0,0,24,24,406,476,3,3,1,2,0,15,11,4,0,"@"
"Duke","@","Notre Dame","2016-09-24",303,74,534,7.2,15,9,0,24,2,5,37,22,59.5,381,10.3,2,1,37,153,4.14,3,0,0,0,35,1,0,5,5,12,5,41.67,1,0,0,5,4,80,4,80,0,0,1,0,0,1,15,7,3,35,12,18,5,6,118,19.67,0,1,12,12,0,4,188,47,6,385,64.17,1,16.67,0,0,0,0,0,130,7,18.5714285714286,0,0,4,0,35,46,18,64,5,3,1,0,0,0,5,2,0,0,2,0,0,0,3,0,0,0,0,3,2,1,0,1,81,664,8.19753086419753,35,5,0,0,0,35,35,534,664,5,5,2,3,0,14,9,5,0,"@"
"Duke","","Virginia","2016-10-01",304,77,416,5.4,12,4,0,16,0,4,41,23,56.1,336,8.2,3,1,36,80,2.22,1,0,0,0,28,0,0,4,4,21,11,52.38,2,0,0,3,3,100,3,100,0,0,0,0,0,1,18,10,1,34,18,6,4,4,94,23.5,0,0,0,0,0,7,336,48,6,372,62,2,33.33,0,0,0,0,0,94,4,23.5,0,0,3,0,34,40,38,78,8.5,3,1,11,11,0,4,0,0,0,0,11,0,0,1,0,0,0,0,1,0,1,0,2,81,510,6.2962962962963,28,4,0,0,11,28,28,405,499,4,4,3,1,0,14,10,4,0,""
"Duke","","Army","2016-10-08",105,54,214,4,2,5,1,8,2,1,11,3,27.3,49,4.5,0,1,43,165,3.84,1,0,0,0,6,0,0,0,0,13,2,15.38,4,0,0,1,0,0,0,0,0,0,0,0,0,0,8,11,3,6,0,6,0,3,39,13,0,1,1,1,0,7,269,38.43,2,126,63,0,0,0,0,0,0,0,40,4,10,0,0,3,0,6,25,39,64,8,0,1,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,3,2,1,0,4,58,254,4.37931034482759,6,1,0,0,0,6,6,214,254,1,1,-2,3,0,15,14,1,0,""
"Duke","@","Louisville","2016-10-14",305,61,469,7.7,6,14,1,21,1,3,26,13,50,181,7,1,0,35,288,8.23,2,0,0,0,24,2,1,3,3,11,5,45.45,0,0,0,5,3,60,2,40,1,20,1,0.5,0,1,13,6,1,24,6,12,6,3,50,16.67,0,3,19,6.33,0,3,107,35.67,5,308,61.6,0,0,0,0,0,0,0,69,6,11.5,0,0,4,0,24,38,20,58,5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,67,538,8.02985074626866,24,3,0,0,0,24,24,469,538,3,3,2,1,0,9,5,4,0,"@"
"Duke","@","Georgia Tech","2016-10-29",306,61,605,9.9,9,11,0,20,2,5,14,10,71.4,264,18.9,2,0,47,341,7.26,3,0,0,0,38,1,1,5,5,12,6,50,1,0,0,2,2,100,1,50,1,50,0,1,0,1,4,6,2,38,12,18,8,6,76,12.67,0,0,0,0,0,3,145,48.33,7,455,65,6,85.71,0,0,0,0,0,76,6,12.6666666666667,0,0,0,0,38,43,8,51,7,3,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,1,67,681,10.1641791044776,38,5,0,0,0,38,38,605,681,5,5,3,2,0,12,6,6,0,"@"
"Duke","","Virginia Tech","2016-11-05",307,79,399,5.1,9,13,1,23,0,2,27,15,55.6,192,7.1,0,0,52,207,3.98,2,0,0,0,18,2,1,3,3,18,8,44.44,2,2,100,4,3,75,2,50,1,25,1,0.5,0,1,12,10,0,24,0,12,6,4,77,19.25,0,3,5,1.67,0,6,210,35,5,324,64.8,4,80,0,0,0,0,0,82,7,11.7142857142857,0,0,2,0,24,45,42,87,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,481,5.59302325581395,18,2,0,0,0,18,18,399,481,2,2,2,0,0,10,7,3,0,""
"Duke","","North Carolina","2016-11-10",308,60,403,6.7,13,8,2,23,0,3,33,24,72.7,297,9,3,2,27,106,3.93,0,0,0,0,27,2,2,3,3,10,4,40,0,0,0,4,4,100,2,50,2,50,0,1,0,1,9,6,2,27,18,0,9,4,145,36.25,0,1,3,3,0,4,181,45.25,6,376,62.67,1,16.67,0,0,0,0,0,148,5,29.6,0,0,1,0,27,33,38,71,4,1,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,65,551,8.47692307692308,27,3,0,0,0,27,27,403,551,3,3,1,2,0,11,6,5,0,""
"Duke","@","Pittsburgh","2016-11-19",309,58,461,7.9,7,11,0,18,0,7,18,11,61.1,237,13.2,3,1,40,224,5.6,4,0,0,0,50,0,0,8,8,13,9,69.23,0,0,0,4,4,100,4,100,0,0,0,0,0,1,7,4,1,56,18,24,8,1,14,14,0,1,65,65,1,3,114,38,9,547,60.78,0,0,0,0,0,1,6,79,2,39.5,0,0,4,0,56,28,23,51,3,1,1,36,36,1,1,0,0,0,0,36,1,6,1,0,0,0,0,1,0,1,0,0,60,540,9,56,8,1,6,36,44,50,425,504,6,7,7,0,0,12,4,8,1,"@"
"Duke","@","Miami (FL)","2016-11-26",310,65,568,8.7,11,11,2,24,0,4,35,22,62.9,396,11.3,4,0,30,172,5.73,0,0,0,0,40,4,4,4,4,12,4,33.33,1,1,100,4,3,75,1,25,2,50,0,1,0,1,13,8,0,40,24,0,16,2,42,21,0,0,0,0,0,3,142,47.33,9,583,64.78,5,55.56,0,0,0,0,0,42,2,21,0,0,3,0,40,25,40,65,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,610,9.1044776119403,40,4,0,0,0,40,40,568,610,4,4,4,0,0,11,3,8,0,"@"
"East Carolina","","Non-Major","2016-09-03",311,65,320,4.9,7,7,1,15,0,1,27,13,48.1,172,6.4,0,1,38,148,3.89,1,0,0,0,7,0,0,1,1,18,7,38.89,0,0,0,2,1,50,1,50,0,0,0,0,0,1,14,11,1,7,0,6,1,5,114,22.8,0,0,0,0,0,9,310,34.44,2,123,61.5,0,0,0,0,0,0,0,114,5,22.8,0,0,2,1,7,35,32,67,6,0,1,7,7,0,3,0,0,0,0,7,0,0,1,1,0,0,0,1,0,1,0,0,70,434,6.2,7,1,0,0,7,7,7,313,427,1,1,0,1,0,11,10,1,0,""
"East Carolina","","North Carolina State","2016-09-10",312,63,502,8,10,8,1,19,1,4,32,21,65.6,287,9,1,0,31,215,6.94,3,0,0,0,30,3,1,3,3,11,4,36.36,1,0,0,4,3,75,2,50,1,25,2,0.333333333333333,0,1,11,7,1,30,6,18,6,5,95,19,0,1,2,2,0,2,104,52,6,387,64.5,2,33.33,1,0,0,0,0,97,6,16.1666666666667,0,0,1,0,30,43,22,65,5,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,69,599,8.68115942028986,30,4,0,0,0,30,30,502,599,4,4,3,1,0,11,6,5,0,""
"East Carolina","@","South Carolina","2016-09-17",313,53,312,5.9,8,3,2,13,0,2,28,16,57.1,195,7,0,0,25,117,4.68,2,0,0,0,20,2,2,2,2,12,3,25,2,1,50,5,4,80,2,40,2,40,0,1,0,1,12,9,0,20,0,12,8,1,80,80,0,0,0,0,0,5,188,37.6,5,319,63.8,3,60,0,0,0,0,0,80,1,80,0,0,2,0,20,32,6,38,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,392,7.25925925925926,20,2,0,0,0,20,20,312,392,2,2,2,0,0,10,6,4,0,"@"
"East Carolina","@","Virginia Tech","2016-09-24",314,68,462,6.8,11,6,1,18,0,6,23,15,65.2,295,12.8,3,0,45,167,3.71,3,0,0,0,46,1,1,7,7,14,5,35.71,2,0,0,5,4,80,3,60,1,20,0,1,0,1,8,9,0,54,18,18,10,3,61,20.33,0,3,95,31.67,1,6,272,45.33,9,585,65,6,66.67,0,0,0,1,6,156,6,26,0,0,0,0,54,24,56,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,618,8.35135135135135,52,7,0,0,0,46,52,462,618,6,7,7,0,0,16,8,8,0,"@"
"East Carolina","","Central Florida","2016-10-01",215,73,373,5.1,5,10,1,16,0,4,29,11,37.9,156,5.4,0,2,44,217,4.93,4,0,0,0,33,1,1,6,6,19,6,31.58,2,1,50,3,3,100,2,66.67,1,33.33,0,1,0,1,18,13,2,47,0,24,9,3,104,34.67,1,1,10,10,0,8,327,40.88,8,449,56.13,1,12.5,0,0,0,1,6,114,4,28.5,0,0,3,0,47,39,26,65,7,0,2,5,5,0,6,0,0,0,1,5,0,0,2,0,0,0,0,2,0,2,0,1,77,487,6.32467532467532,39,5,0,0,5,33,39,368,482,4,5,3,2,0,17,11,6,0,""
"East Carolina","@","South Florida","2016-10-08",315,71,556,7.8,8,14,1,23,1,5,29,21,72.4,250,8.6,3,0,42,306,7.29,2,0,0,0,38,1,1,5,5,13,6,46.15,2,2,100,7,5,71.43,4,57.14,1,14.29,0,1,0,1,8,7,1,38,18,12,8,4,23,5.75,0,2,22,11,0,4,137,34.25,7,419,59.86,1,14.29,0,0,0,0,0,45,6,7.5,0,0,0,0,38,45,22,67,2,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,77,601,7.80519480519481,38,5,0,0,0,38,38,556,601,5,5,4,1,0,11,5,6,0,"@"
"East Carolina","@","Cincinnati","2016-10-22",253,75,513,6.8,11,12,2,25,0,4,40,23,57.5,348,8.7,4,0,35,165,4.71,0,0,0,0,31,2,1,4,4,15,6,40,1,0,0,3,3,100,3,100,0,0,1,0.5,0,1,17,9,0,31,24,0,7,4,74,18.5,0,3,8,2.67,0,6,225,37.5,6,355,59.17,1,16.67,0,0,0,0,0,82,7,11.7142857142857,0,0,0,1,31,28,58,86,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82,595,7.25609756097561,31,4,0,0,0,31,31,513,595,4,4,4,0,0,13,8,5,0,"@"
"East Carolina","","Connecticut","2016-10-29",297,66,295,4.5,9,4,1,14,1,0,35,18,51.4,206,5.9,0,2,31,89,2.87,0,0,0,0,3,2,1,0,0,15,5,33.33,4,0,0,1,1,100,0,0,1,100,1,0.5,0,0,17,10,3,3,0,0,3,6,147,24.5,0,0,0,0,0,4,170,42.5,2,130,65,2,100,0,0,0,0,0,147,6,24.5,0,0,5,0,3,40,22,62,10,4,2,32,32,0,3,1,0,0,1,32,0,0,3,0,0,0,0,3,1,2,0,4,72,442,6.13888888888889,3,0,0,0,32,3,3,263,410,0,0,-3,3,0,13,12,1,0,""
"East Carolina","@","Tulsa","2016-11-05",316,92,616,6.7,14,18,5,37,0,6,38,22,57.9,274,7.2,3,0,54,342,6.33,3,0,0,0,45,1,1,6,6,14,6,42.86,0,0,0,5,5,100,4,80,1,20,0,1,0,1,16,8,0,45,18,18,9,4,70,17.5,0,3,15,5,0,7,299,42.71,8,495,61.88,1,12.5,0,0,0,0,0,85,7,12.1428571428571,0,0,0,0,45,44,50,94,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,701,7.08080808080808,45,6,0,0,0,45,45,616,701,6,6,6,0,0,14,7,7,0,"@"
"East Carolina","","Southern Methodist","2016-11-12",317,79,477,6,12,11,2,25,0,5,32,19,59.4,237,7.4,3,0,47,240,5.11,2,0,0,0,43,2,2,7,7,18,12,66.67,1,1,100,5,5,100,3,60,2,40,0,1,0,1,13,6,0,55,18,12,13,4,62,15.5,0,0,0,0,0,3,104,34.67,10,436,43.6,0,0,2,0,0,0,0,62,4,15.5,0,0,1,0,55,42,44,86,5,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,539,6.49397590361446,43,5,0,0,0,43,43,477,539,5,5,5,0,0,10,3,7,0,""
"East Carolina","","Navy","2016-11-19",318,73,593,8.1,3,24,1,28,0,9,5,3,60,113,22.6,0,0,68,480,7.06,9,0,0,0,66,1,1,9,9,10,7,70,0,0,0,9,9,100,8,88.89,1,11.11,0,1,0,1,2,3,0,66,0,54,12,5,108,21.6,0,3,37,12.33,0,1,45,45,11,649,59,4,36.36,0,0,0,0,0,145,8,18.125,0,0,0,0,66,48,40,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,738,9.11111111111111,66,9,0,0,0,66,66,593,738,9,9,9,0,0,11,1,10,0,""
